ABCA3	118 87 89 11 2476 0 0 0 82 34 62 0 0 103 89 148 48 56 0 0 32 120 33 0 0 62 184 9 13 181 183 31 0 0 157 99 0 63 26 0 83 42 0 4 220 0 0 318 134 348
ABCA4	0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 83 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
ABCA5	57 260 0 0 0 248 150 65 0 438 42 180 263 0 286 0 150 139 0 393 158 1 205 39 784 0 244 333 353 0 0 228 12 159 0 231 312 60 0 0 419 365 0 351 839 31 344 360 566 248
ABCA6	202 85 664 402 1369 409 0 170 58 56 108 349 185 0 17 0 142 198 0 0 444 217 22 0 0 0 125 115 0 744 244 32 17 36 0 213 57 65 347 0 0 5 0 0 754 0 47 661 299 902
ABCA7	0 235 0 0 0 0 0 117 0 0 89 0 0 419 0 0 0 854 0 0 0 62 1169 0 167 0 854 0 0 0 155 0 200 283 0 0 499 0 0 0 0 0 0 0 0 263 610 266 0 0
ABCA8	30 0 460 0 26 0 0 78 79 0 5 0 0 0 0 0 0 1 4 0 246 0 0 7 0 84 71 0 0 282 313 206 0 0 101 0 27 0 0 0 0 0 0 0 7 0 0 0 68 0
ABCA9	75 0 0 0 280 0 259 1 11 0 0 0 0 0 0 0 171 0 30 0 0 5 46 13 0 0 0 0 0 2 0 0 0 0 0 29 0 118 25 0 0 0 0 0 0 0 38 70 553 0
ABCB1	1110 43 0 431 36 418 0 349 0 0 152 737 0 0 0 0 0 0 46 92 0 9 0 57 1538 0 942 0 0 0 0 469 205 0 313 0 207 0 0 0 0 0 0 0 0 0 0 208 0 687
ABCB10	415 0 377 758 15 0 0 0 148 0 195 508 0 0 0 0 0 53 150 0 109 247 411 527 442 0 308 224 148 84 0 0 134 61 76 376 327 0 269 0 358 0 104 0 0 14 93 0 247 0
ABCB11	0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 9 0 63 0 0 0 0 32 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 322 0 0 0
ABCB4	0 3 180 0 610 0 198 0 0 0 0 0 231 463 18 119 565 0 299 0 216 0 0 108 96 1 0 108 0 0 190 298 13 0 751 652 0 153 0 0 0 307 0 335 58 0 0 0 98 100
ABCB5	0 0 2420 449 103 0 370 973 454 0 0 46 0 1297 3990 0 1094 1 0 0 0 1972 0 0 0 0 0 0 101 1138 0 0 0 217 285 0 0 639 569 80 411 174 0 0 0 0 0 0 716 0
ABCB6	0 442 325 222 0 318 0 197 11 253 219 554 0 0 90 39 789 0 64 0 19 0 103 345 4 0 302 598 0 0 0 0 62 0 598 516 127 383 74 0 60 403 64 0 987 28 0 360 116 277
ABCB7	357 0 1492 1264 131 584 0 399 288 2960 556 393 0 449 1651 0 1617 309 121 997 218 170 1021 1603 1040 0 983 1422 967 1163 773 468 51 0 0 1354 309 2132 1283 104 1218 4614 274 0 678 220 500 11 2486 289
ABCB8	213 0 0 0 0 0 0 188 1 0 143 89 0 285 0 0 0 0 329 57 2 0 455 39 0 199 0 53 98 269 0 253 0 0 0 96 89 0 0 0 192 0 535 1 0 0 341 245 0 0
ABCB9	0 0 0 315 0 0 0 0 354 0 0 0 0 0 0 0 0 0 0 0 64 0 0 0 0 122 0 0 0 0 0 168 0 0 0 0 0 0 0 0 0 0 0 0 236 0 0 82 0 0
ABCC1	175 30 0 357 1510 269 250 49 561 10 136 0 169 523 142 0 0 89 29 169 242 7 0 144 177 400 214 24 0 0 117 17 79 0 862 165 12 0 241 0 0 5 0 158 692 148 263 85 44 452
ABCC10	509 0 558 408 0 0 46 322 0 0 0 0 95 0 635 0 328 45 39 185 206 601 500 545 0 652 562 120 414 186 355 0 46 0 0 683 29 13 1456 18 471 0 1419 0 956 11 107 0 134 0
ABCC11	0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234 24 0 0 21 0 0 0 0 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ABCC12	0 0 0 15 0 53 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0
ABCC13	0 0 0 0 0 0 0 0 72 0 0 0 0 0 0 0 209 0 10 0 113 0 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
ABCC2	3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 17 14 0 0 0 0 0 3 0 0 0 113 0 0 0 168 0 0 0 0 0 0 0 0 0 0 0 0 46 84 0 1
ABCC3	105 88 145 139 3687 73 25 49 50 136 31 323 31 143 302 113 129 64 1 117 897 118 36 6 0 37 23 64 0 307 206 0 0 0 293 200 1 89 303 0 94 0 39 21 264 0 260 449 115 406
ABCC4	0 0 694 536 2123 121 0 0 82 0 17 694 0 0 21 216 185 0 0 0 219 405 112 0 0 0 117 0 0 112 287 0 0 0 117 197 0 176 141 0 422 180 0 32 53 0 0 192 0 555
ABCC5	156 256 58 636 52 0 0 41 0 146 95 1116 0 0 201 0 0 200 209 263 28 156 129 409 0 0 362 243 0 752 1360 0 41 0 0 482 208 841 0 0 0 0 0 192 494 52 47 820 0 0
ABCC5.AS1	0 0 0 0 0 0 0 0 0 0 0 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ABCC6	0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 64 16 0 0 0 0
ABCC6P1	0 0 0 0 87 68 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ABCC6P2	104 0 109 151 244 14 0 36 48 0 36 0 0 98 17 141 29 33 0 0 103 55 24 0 1 0 19 0 26 81 32 69 0 0 40 0 179 0 48 0 0 0 0 52 0 1 0 0 0 188
ABCC8	5 0 0 15 73 0 0 0 0 0 0 0 0 0 0 0 45 3 20 0 0 0 0 0 0 0 0 0 14 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ABCD1	5 0 0 898 28 0 0 0 158 0 7 0 0 0 0 0 32 1770 0 0 0 0 0 0 0 0 189 0 0 0 0 0 0 0 0 0 62 171 0 0 0 0 0 0 282 0 0 0 0 0
ABCD2	246 0 0 333 0 0 0 209 190 0 150 568 14 0 392 0 167 39 45 3 0 491 177 123 249 0 0 78 144 32 0 214 0 0 269 615 0 0 0 0 79 0 0 0 63 13 128 4 153 2
ABCD3	366 432 542 401 14 0 0 0 0 0 0 402 0 0 0 0 6 0 0 1008 0 329 446 81 725 28 507 130 178 1068 0 0 43 228 0 1060 19 0 1924 29 457 3211 849 105 729 0 43 0 183 53
ABCD4	0 0 949 747 634 226 179 147 72 1021 137 0 136 167 0 1136 0 22 213 0 298 122 0 0 390 356 214 543 253 0 721 65 0 0 807 406 0 368 577 45 542 510 298 0 400 31 12 1035 694 116
ABCE1	0 0 110 1845 0 0 2360 146 0 1164 127 0 603 856 465 0 0 285 763 141 0 2 451 890 1396 580 497 306 445 1021 0 270 217 0 0 1088 361 406 693 0 0 1937 791 695 0 129 0 87 0 563
ABCF1	490 742 1258 1000 498 287 1719 116 60 132 609 0 1011 1434 209 0 2 599 330 349 214 0 653 2202 1063 1049 387 858 9 1669 0 636 622 1732 150 0 1262 726 545 0 1697 0 0 1718 194 473 162 1109 466 571
ABCF2	3069 544 2529 1801 3 3835 3479 126 2001 5 925 0 5052 6699 867 1626 221 197 2194 1648 106 0 1798 4257 4604 3388 3916 1309 457 1868 3515 286 814 1223 4065 472 1363 25 2374 93 2265 9 1196 4577 2645 639 3920 927 663 1982
ABCF3	5854 0 0 0 0 0 0 0 0 0 0 0 154 0 63 0 0 0 67 0 0 0 0 6648 0 0 2296 0 30 0 0 0 392 0 0 1129 1 0 0 0 0 0 0 1091 0 0 3922 0 0 0
ABCG1	0 46 1197 0 0 5140 0 41 772 0 0 0 0 454 0 1675 1125 2180 0 0 0 319 1117 554 0 45 0 0 116 854 0 1254 530 1364 0 0 2344 675 3173 281 0 102 1084 0 1927 539 0 1017 2585 0
ABCG2	0 0 0 5 171 0 1 276 0 0 0 0 6 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 59 0 1 0 0 0 0 0 0 0
ABCG4	0 0 0 0 0 0 0 0 0 33 0 0 9 0 0 0 9 0 0 0 0 0 8 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ABCG5	72 0 0 0 69 0 0 28 0 0 22 0 0 0 0 0 0 17 0 0 0 0 21 0 33 0 45 0 0 39 0 0 8 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0
ABCG8	54 0 0 0 16 0 0 0 0 0 0 0 0 0 17 0 0 0 115 0 108 0 0 12 0 0 6 0 0 0 0 0 0 0 0 0 72 0 0 0 0 0 0 0 58 0 0 0 0 0
ABHD1	0 0 0 75 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 107 0 0 26 0 0 0 58 0 0 0 0 0 0 0 0 84 62 0 22 0 0
ABHD10	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3035 0 1104 0 1435 0 0 0 0 0 0 0 0 0 131 49 0 0 0 0 0 0 0 0 4896 0 0 0
ABHD11	404 1213 1848 329 161 824 698 262 233 0 179 654 0 0 339 733 0 1 142 254 238 1133 455 117 1122 11 487 641 156 0 2742 14 151 637 63 490 255 593 1289 0 557 0 1 467 1886 55 599 826 0 0
ABHD12	0 259 1060 1340 222 658 0 111 526 649 309 0 6 97 37 0 148 0 317 575 32 731 266 463 445 426 758 981 785 618 1092 954 0 17 0 2238 0 1166 741 0 1169 628 1540 368 1585 71 422 2764 1377 0
ABHD12B	0 0 0 29 145 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 45 0 0 0 0
ABHD13	48 0 479 112 188 0 409 0 317 0 153 0 85 401 532 199 183 102 0 39 0 471 21 0 617 0 358 608 240 0 0 0 80 0 0 764 81 46 672 0 131 0 0 0 900 0 1 59 0 668
ABHD14A.ACY1	63 0 0 81 0 99 0 0 0 0 75 0 0 26 117 0 0 0 18 0 27 0 88 43 0 0 0 5 0 0 0 0 0 0 115 43 23 1 0 0 0 0 0 281 0 21 0 0 0 107
ABHD15	166 255 820 152 0 386 398 228 420 224 304 337 0 316 511 0 0 528 0 55 34 689 50 346 0 16 705 106 164 0 128 291 48 0 0 586 226 372 1221 0 0 619 38 3 940 49 48 111 15 0
ABHD16A	51145 6045 49590 0 2464 5950 378793 6591 0 35006 33870 36979 8949 170666 78138 116137 40139 749 45354 45527 4338 13926 15799 27806 13378 27577 451 21 4582 496 35592 0 1863 9747 23852 2887 11429 4514 8292 746 4797 7931 1722 65282 0 3602 10199 14525 17419 27991
ABHD16B	0 329 106 0 0 0 41 0 11 0 0 0 0 0 250 0 91 0 35 200 134 347 46 0 81 241 0 103 0 0 0 627 0 0 0 78 1 306 0 0 49 0 0 0 0 20 0 0 0 441
ABHD2	0 0 0 102 537 0 872 0 0 0 706 0 0 0 0 0 0 219 229 27 44 0 59 330 720 0 475 0 6433 0 94 0 99 0 0 548 0 0 1 19 0 0 16 387 0 49 210 0 0 0
ABHD3	0 1151 0 29683 0 0 0 0 61606 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 11216 0 2242 428 10 115 0 0 0 0 0 1 0 0 0 0 0 47802 0 0 0 0 0
ABHD4	1785 1087 2186 86 0 260 960 102 1127 0 258 0 1043 114 0 171 117 0 248 227 0 208 93 2022 4714 89 2704 305 458 1335 0 765 285 0 2518 284 1381 366 0 60 2 1413 645 4232 824 196 0 1708 0 1534
ABHD5	170 45 22 200 234 224 0 219 172 0 39 192 175 0 0 0 0 80 0 0 58 0 176 208 46 0 169 79 109 429 10 0 40 0 0 299 76 122 0 0 236 0 959 0 735 0 381 0 0 732
ABHD6	249 0 224 691 3514 138 0 46 384 0 151 1055 0 0 324 534 389 68 65 254 302 255 104 5 0 1084 390 0 219 580 147 127 0 0 0 0 4 16 36 0 356 0 0 339 76 64 403 740 792 1035
ABHD8	109 356 0 140 0 0 141 0 61 11 31 0 0 0 122 21 189 40 0 64 131 0 0 0 822 0 204 6 0 0 0 77 0 234 0 32 87 50 0 8 0 0 186 0 0 0 106 0 0 0
ABI2	302 0 207 404 0 371 0 0 0 317 89 793 0 24 0 87 0 0 68 0 134 0 39 0 0 0 182 0 104 0 198 0 1 0 971 0 0 945 0 0 238 0 0 46 213 0 361 62 0 0
ABI3	0 3012 8440 22736 0 0 0 0 790 0 0 0 0 0 847 0 0 0 0 0 0 0 0 0 0 0 0 263 0 617 1936 1111 0 0 0 0 0 0 2773 0 0 0 0 0 8398 0 0 0 0 0
ABI3BP	292 36 471 82 0 410 0 583 440 420 37 1 113 152 86 0 0 49 0 241 125 128 177 0 432 0 259 244 0 0 0 0 186 0 688 274 0 0 381 0 54 0 0 238 51 0 0 201 841 1263
ABL1	0 388 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ABL2	401 0 694 507 615 18 256 93 83 125 123 611 571 342 0 0 0 0 37 158 429 0 42 0 0 0 15 0 177 0 130 49 46 39 110 250 3 0 0 0 560 0 0 3 448 59 395 0 387 412
ABLIM1	0 129 0 160 1067 0 400 107 0 98 10895 53 0 611 374 0 0 0 1313 2227 295 97 1822 1111 1109 0 1060 422 833 398 371 0 109 0 0 0 164 0 217 0 597 2688 0 1961 0 23 165 0 151 100
ABLIM2	0 0 0 0 0 0 0 169 0 0 0 0 0 0 0 0 20 0 0 0 11 0 643 0 0 0 49 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0
ABLIM3	0 0 0 0 0 0 2 481 0 0 263 0 0 0 0 0 0 178 94 0 0 0 373 254 0 0 83 0 0 207 0 87 36 0 0 184 293 0 0 0 0 0 0 93 0 88 134 0 0 0
ABO	51 0 40 75 1267 0 0 1 0 14 0 150 73 0 0 106 97 24 5 0 277 12 26 17 0 0 44 34 35 139 99 132 0 7 0 71 0 0 26 0 129 68 0 0 32 0 5 185 90 158
ABP1	172 0 35 220 2300 0 64 3 0 0 21 0 0 106 259 27 143 24 0 0 555 0 51 22 0 206 0 0 0 0 280 55 0 120 64 77 0 0 186 0 366 0 15 5 256 0 47 0 107 466
ABR	1873 0 447 729 866 322 0 199 342 910 398 155 171 486 392 0 0 104 445 28 504 76 596 728 0 258 2866 290 0 14 1163 109 164 412 247 1096 0 0 0 0 521 1471 0 0 501 43 722 314 115 1466
ABRA	37 0 0 27 13 0 0 86 25 0 0 0 0 0 0 0 0 77 0 0 89 552 0 0 0 0 0 0 0 0 205 0 21 0 0 0 0 0 0 0 0 32 0 24 0 10 0 0 0 0
ABTB1	265 1786 4141 3662 0 3163 52 1118 2598 2208 285 2757 5 786 1429 0 3150 258 70 77 452 1559 187 285 547 0 810 292 722 925 612 1482 3 0 2174 656 420 1151 2031 0 3010 0 432 0 2315 80 0 644 1214 410
ABTB2	0 0 172 186 0 0 0 222 0 315 0 0 0 0 0 383 0 0 39 0 95 313 98 129 0 0 249 91 57 51 308 148 0 0 0 218 0 36 13 0 0 0 0 0 0 19 0 2 0 0
ACACA	84 0 309 0 51 10 0 0 103 0 98 0 0 0 0 0 220 79 154 96 128 40 0 59 0 0 131 121 0 142 0 129 49 0 181 0 25 257 0 0 0 0 0 136 0 16 162 287 0 264
ACACB	104 0 0 0 35 0 0 31 0 0 58 0 0 0 146 0 0 341 5 33 2 0 0 0 55 0 148 0 17 0 0 0 92 0 0 0 30 0 0 0 0 64 0 135 0 22 0 0 0 78
ACAD10	555 0 130 269 90 258 0 0 0 641 199 496 0 0 0 0 0 0 236 0 4 0 90 127 0 7 468 187 0 0 435 377 230 456 132 0 68 0 397 0 0 0 1068 0 534 23 268 88 530 0
ACAD11	0 33 1868 2830 39 1000 0 199 754 746 780 1251 0 114 1179 0 1284 0 86 0 0 1248 0 327 0 508 174 601 0 293 730 947 0 29 1946 1639 0 324 1295 0 254 526 1062 1124 1991 0 1 1303 280 3552
ACAD8	0 0 32 2285 6 1128 1162 0 0 2603 250 37 0 558 273 239 179 392 149 590 66 0 506 880 1006 0 172 0 1900 162 0 1044 108 303 674 185 751 38 269 31 930 1319 1708 0 0 78 0 0 0 1681
ACAD9	0 366 0 292 0 0 0 536 1002 813 232 0 0 569 1128 0 1141 39 0 0 20 0 205 285 45 21 479 74 297 0 0 37 47 0 1 346 1 0 184 0 0 1814 952 356 691 243 253 1483 0 963
ACADL	0 0 0 0 46 0 0 0 0 0 17 62 85 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 136 0 0 93 0 9 0 0 0 50 0 0 0 0 0 0 0 0 191
ACADM	682 0 4342 485 2 0 1634 196 0 2466 487 2516 1 0 0 3380 0 1523 0 455 410 0 1413 210 3277 131 364 432 1430 1154 0 428 1 105 301 1921 315 1963 61 63 970 493 0 57 767 675 1587 0 1482 0
ACADS	1393 0 162 313 5322 1295 0 165 420 9 394 1297 1978 0 1912 777 1045 687 437 1129 582 51 758 481 2322 2385 1242 342 162 1428 787 501 645 182 2095 382 712 571 429 0 477 815 686 283 2445 305 1627 1121 212 397
ACADSB	206 335 473 251 3 0 0 89 181 623 68 922 15 674 579 0 128 64 36 0 78 93 34 0 80 0 155 155 63 66 803 0 0 0 0 322 0 353 0 11 463 212 8 0 0 0 266 774 962 330
ACAN	0 0 0 0 26 0 0 0 29 0 49 0 0 0 0 0 21 324 0 0 0 0 0 0 48 0 0 0 0 0 0 0 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 0
ACAP2	67 140 0 498 26 67 363 0 37 27 25 786 0 469 270 0 612 0 181 314 3 0 69 136 10 0 405 0 121 747 180 606 4 0 724 0 0 0 0 0 146 0 0 0 186 0 0 389 0 990
ACAP3	262 0 0 0 0 0 0 40 0 0 44 0 0 115 418 356 0 0 39 85 0 0 123 144 0 1 306 0 187 111 0 102 61 0 0 0 0 11 0 0 0 363 181 0 0 0 0 0 0 0
ACAT1	405 1331 1231 462 0 5747 1 31 1076 167 160 0 841 0 0 1471 0 694 120 116 40 1763 450 597 1288 3469 681 602 2025 261 0 0 14 23 2878 0 418 2198 87 0 958 0 0 608 5255 7 1437 3645 139 486
